7.393945310342292521e-01,6.770400060828160038e-01,7.847649298556206299e-01,7.405184178061086087e-01
7.815179966261885935e-01,6.519063961906671478e-01,7.780602681869404069e-01,7.059399660859919656e-01
7.003211384104195414e-01,6.500629656281312618e-01,7.995934574931965466e-01,7.872310960687662895e-01
8.307952738985616703e-01,8.124331623400540270e-01,8.814964536007172669e-01,8.601880985560109716e-01
7.168834155786463214e-01,6.866888736191210096e-01,7.696175012687765937e-01,6.120247027919782923e-01
6.167532107285430554e-01,7.096538884886890441e-01,4.264174593140336866e-01,6.659499487605443635e-01
6.509395045546702008e-01,6.771944789786162877e-01,5.693379734407335580e-01,6.501637650583135253e-01
7.317855343682664326e-01,6.317440124982021121e-01,7.188501535983495838e-01,6.453257078266098068e-01
2.874176248257755972e-01,3.266274220916414728e-01,2.035370968762345301e-01,5.601211084907148363e-02
6.715705656845473159e-01,7.036613315705929628e-01,6.641998683596460618e-01,5.792372319281596793e-01
8.078064055129723364e-01,7.786111096850627522e-01,8.347006149165004940e-01,8.139385641195862053e-01
8.573999702540853196e-01,8.016297514626307130e-01,8.347956957719601112e-01,7.940756886383252278e-01
8.586716355146657431e-01,7.703770978265539471e-01,6.877607925269951794e-01,7.332124139093834092e-01
8.712375104700234019e-01,7.976499122700984046e-01,8.344937352924518548e-01,7.938841272298817753e-01
7.461400328276923677e-01,6.928658933002205256e-01,7.844661129384595810e-01,7.204334232989932918e-01
5.167243456912975486e-01,7.127530637373991063e-01,5.964556262590799962e-01,5.638206648822046141e-01
6.108854233339880979e-01,6.068927953431725308e-01,6.899207334210234466e-01,6.888731453918568448e-01
6.923626954708703707e-01,5.732335116386068075e-01,6.463923366232523504e-01,4.660579592367186663e-01
2.352036733961853365e-01,8.008009993119766246e-02,4.540904392231627229e-01,1.484264065878610206e-01
7.515062382807996544e-01,7.445225827292892840e-01,7.879534135414651974e-01,7.656476753086507436e-01
