1.976574195761426345e-01,2.530920703603803945e-01,2.621355599577385731e-01,3.074204243012346183e-01
3.205249092056887128e-01,3.007851539083564174e-01,3.653059009726355999e-01,4.263744070721597890e-01
4.628625763121537173e-01,3.994283888532902949e-01,4.643960282747103818e-01,5.059864593030102276e-01
6.695513686411539434e-01,6.257614589102561409e-01,6.008422689474832712e-01,5.712509288130389606e-01
1.538472177050910217e-01,1.322180466862347969e-01,1.904018919519257780e-01,1.919198694029354280e-01
3.979439133483139157e-01,3.132741036208114283e-01,1.637402252691231019e-01,3.966827538333301817e-01
4.095070509237160872e-01,4.180658131051662729e-01,4.086365108191689077e-01,4.125881382969248112e-01
3.574602463673172137e-01,3.006692740250454521e-01,2.424935946959488053e-01,1.296210115333405188e-01
1.071636056794561392e-01,-1.948625647383713244e-01,-1.098971492641789838e-01,-7.895184496576661271e-02
3.419713379374836326e-01,3.678817106197054820e-01,3.811508887662329315e-01,3.315301312667682243e-01
3.553827538004983855e-01,3.447467849761875480e-01,3.582602836768701282e-01,4.061037672295763623e-01
4.892431755286537620e-01,5.697525814861087445e-01,4.947948368993976276e-01,5.080960992132100840e-01
7.390466356215451560e-01,7.133266933072578420e-01,5.979491082489786224e-01,6.365254982345844859e-01
6.395344851914201989e-01,6.408846518190940422e-01,5.166171637868909317e-01,5.516500139343066822e-01
3.180117208471406332e-01,1.734677237490246660e-01,2.685035917816366302e-01,2.505571433035749807e-01
4.097012041615517020e-01,5.840555885050290330e-01,3.984527609470154275e-01,5.456706678422826862e-01
2.301162033012711938e-01,1.598742423865546214e-01,2.634981129401663957e-01,3.682282605332505843e-01
6.286054495635587935e-01,4.646180668999271290e-01,5.085924087119926273e-01,2.730525179920449408e-01
-2.412367580777753373e-01,2.864208536851398784e-02,-3.504180125186202865e-02,-1.147227822042323486e-01
5.777125812905102853e-01,5.378869065563885998e-01,6.765345847643062793e-01,6.384449919171185650e-01
