1.745535896038138968e-01,2.718696539583153604e-01,1.505346441128442014e-01,3.041228392951692006e-01
4.116845339532274051e-01,2.806669909379934658e-01,3.967897895847972145e-01,4.090746748304711633e-01
2.665314235316120772e-01,1.599044801184388576e-01,4.239254517778673348e-01,3.599754082202051841e-01
5.012179821698512505e-01,5.764000130255619858e-01,4.569047164766238955e-01,4.845276597244450034e-01
2.469497669064332768e-01,1.932764767095707104e-01,2.448253896469305968e-01,1.695455412323103594e-01
1.370264599160310459e-01,1.296431592239869757e-01,-1.736075829886975924e-02,1.406158647482571022e-01
3.346291217349095515e-01,2.442393555145392081e-01,2.875496275000115065e-01,3.696016765174602314e-01
4.515221544262500442e-01,3.039015159131652766e-01,2.521463965507292349e-01,1.231547724916239178e-01
4.943495493676961505e-01,-5.511341357610319985e-02,4.400002743328764732e-01,-2.721277274614357367e-02
1.845362888952965796e-01,1.808722069775632046e-01,1.968141370657227607e-01,1.465945994991858237e-01
1.893345883404987662e-01,2.807518512184091208e-01,1.941809982101835308e-01,3.084962515178063525e-01
5.085686830747676579e-01,5.485295616230800864e-01,5.506890885776560829e-01,4.840170370842462044e-01
5.826088809713498851e-01,5.364421191502839470e-01,4.927332514351041581e-01,4.418111947157931652e-01
4.589148064747247124e-01,4.684686010963199920e-01,3.252991485563977436e-01,4.175701955935422482e-01
3.062327050548023788e-01,2.617722620340315887e-01,2.427118225880209312e-01,1.398123349494006795e-01
3.251261708875776701e-01,3.773311018549168061e-01,3.404660153472187645e-01,3.522970521629538720e-01
2.216272317982866391e-01,2.652730240687186658e-01,3.127487542755585381e-01,3.582209412105253898e-01
4.252889852583375263e-01,3.020878888329309175e-01,4.953302359780203945e-01,1.311926126539832149e-01
6.320089428941281229e-01,-7.283709977552566862e-03,5.551008070362282165e-01,-3.065578632663291253e-02
4.696190375084729474e-01,3.891323224761600863e-01,5.264889697940765556e-01,5.365907457124754476e-01
