4.102622639553337169e-01,2.892967460926738621e-01,2.022642467188678905e-01,5.887470517569193262e-02
4.980718842246070754e-01,3.093724482971721979e-01,4.975161014174788177e-01,2.542700217098657900e-01
8.929460152153904928e-02,-2.562059282995938353e-02,2.648675228984884167e-01,2.072211642885189720e-01
4.845784362675445989e-01,3.924014291817112809e-01,4.774769880578823567e-01,3.754960622958909977e-01
2.790961958447830127e-01,1.782954050085700792e-01,1.478338868071353562e-01,1.178377111554747281e-01
2.109702699674706125e-02,2.433956598058475973e-01,-3.435904512084068246e-02,-2.275760782596357445e-02
2.573936401005181285e-01,2.315101189316278174e-01,2.240994021779162404e-01,2.914481279334544817e-01
4.265970547757189646e-01,1.473626817707266723e-01,2.860549124397825937e-01,1.226336693690402851e-01
1.225418336358391758e-01,2.660468699907034273e-02,-5.058675867101702917e-02,2.180057002072365302e-01
1.648043395339306993e-01,7.244220833937134452e-02,3.200880974397204426e-01,1.587219893790371428e-01
1.620921851722762763e-01,8.301665898357321605e-02,4.064752905087736234e-01,2.665246748910612418e-01
5.349355690511800043e-01,3.718564124172433760e-01,5.400346245637555054e-01,3.657439880374517838e-01
3.204751280076065800e-01,1.977599863742950104e-01,1.249876447820706671e-01,7.751616759895188502e-02
4.605208479901072849e-01,2.648654749333396730e-01,3.332544788538738811e-01,1.181669382884143332e-01
2.011674410265755775e-01,1.453213399963040053e-01,2.646154897455903487e-01,1.557151396432066293e-01
2.833738828672555804e-02,5.135731590488654824e-02,-4.616542020584945422e-02,-1.285555965448710591e-01
1.259478257072157714e-01,9.888383483661872253e-02,2.690998244756330759e-01,2.157437047052128132e-01
1.541704847269415590e-01,2.428058263574571496e-02,4.454159477618627183e-01,7.601654889189802741e-03
-7.942554635615615977e-02,8.216746489622466301e-03,3.981363118439020798e-01,2.576347332281498925e-01
2.758578892289486606e-01,1.575358314955513928e-01,4.369015399852285153e-01,3.677904323017263666e-01
